ID,percent
0,23.244499999999995
1,23.090899999999998
2,22.64565
3,21.72155
4,20.5741
5,20.506750000000004
6,20.467400000000005
7,20.4598
8,20.45565
9,20.480499999999996
10,20.46425
11,20.701899999999995
12,20.4512
13,20.249199999999995
14,20.2025
15,20.159499999999998
16,20.124100000000002
17,20.060899999999997
18,20.0075
19,19.946649999999998
20,19.901799999999998
21,19.700100000000003
22,19.64345
23,19.32715
24,19.250699999999995
25,19.11155
26,19.131799999999995
27,19.0293
28,18.917750000000005
29,18.8876
30,18.76925
31,18.69155
32,18.632749999999998
33,18.5473
34,18.54185
35,18.4565
36,18.38265
37,18.4122
38,18.34775
39,18.288050000000002
40,18.279650000000004
41,18.24465
42,18.224399999999996
43,18.148699999999998
44,18.047150000000002
45,17.877499999999994
46,17.824
47,17.720684210526315
48,17.639578947368424
49,17.588473684210527
50,17.448
51,17.42433333333333
52,17.382277777777777
53,17.287529411764705
54,17.335411764705878
55,17.242529411764707
56,16.853812500000004
57,16.78875
58,16.723500000000005
59,16.665666666666667
60,16.5978
61,16.297785714285716
62,16.423
63,16.3195
64,16.586909090909092
65,16.634363636363634
66,16.661545454545454
67,16.560454545454544
68,16.52645454545455
69,16.50509090909091
70,16.453454545454544
71,16.8063
72,16.978
73,16.989375
74,16.655874999999998
75,16.74575
76,16.410999999999998
77,15.849166666666667
78,15.899166666666668
79,15.81116666666667
80,15.848
81,15.192599999999999
82,15.1612
83,15.1464
84,15.075799999999997
85,15.059000000000001
86,15.46325
87,15.44325
88,15.402000000000001
89,15.364
90,15.343749999999998
91,15.665666666666667
92,13.620999999999999
93,13.595500000000001
94,13.6145
95,13.799
96,13.999
97,13.617
98,13.6515
99,13.6645
100,13.671500000000002
101,13.6845
102,13.6525
103,16.435
104,16.463
105,16.562
