ID,percent
0,22.519700000000004
1,22.38915
2,22.0227
3,21.329349999999998
4,20.73265
5,20.516349999999996
6,20.56225
7,20.56665
8,20.45245
9,20.506900000000005
10,20.639950000000002
11,20.611250000000002
12,20.5651
13,20.214699999999997
14,20.076549999999997
15,19.895049999999994
16,19.84305
17,19.751849999999994
18,19.607749999999992
19,19.405150000000003
20,18.92215
21,18.6649
22,18.438249999999996
23,18.414300000000004
24,18.024050000000003
25,17.754249999999995
26,17.5033
27,17.213500000000003
28,17.123300000000004
29,16.6817
30,16.3927
31,16.233849999999997
32,16.051049999999996
33,15.802099999999996
34,15.57875
35,15.425500000000003
36,15.310150000000004
37,15.206599999999998
38,14.96675
39,15.051599999999999
40,14.768449999999998
41,14.858949999999998
42,14.688199999999998
43,14.536600000000002
44,14.5287
45,14.475299999999999
46,14.33375
47,14.23425
48,14.3047
49,14.097250000000003
50,13.971000000000004
51,13.985549999999998
52,13.947
53,13.741049999999998
54,13.558850000000001
55,13.612650000000002
56,13.35625
57,13.314899999999998
58,13.26955
59,13.192100000000002
60,13.229
61,13.0896
62,13.021
63,12.9911
64,12.839249999999998
65,13.062300000000002
66,12.647649999999999
67,12.621599999999997
68,12.54135
69,12.54555
70,12.44885
71,12.4057
72,12.37435
73,12.34495
74,12.190499999999998
75,12.153700000000002
76,12.2433
77,12.0866
78,11.987
79,12.073599999999999
80,11.752550000000003
81,11.71955
82,11.370263157894737
83,11.31221052631579
84,11.334263157894739
85,11.287105263157896
86,11.686157894736843
87,11.305894736842104
88,11.162578947368422
89,10.994555555555557
90,10.9585
91,10.805388888888888
92,10.799055555555555
93,10.794111111111112
94,10.54811111111111
95,10.580833333333336
96,10.618222222222222
97,10.417944444444446
98,10.592333333333334
99,10.3945
100,10.375388888888887
101,10.331722222222222
102,10.293
103,10.132944444444446
104,9.982500000000002
105,10.06377777777778
106,10.0135
107,9.903111111111112
108,9.787944444444443
109,9.96488888888889
110,9.947444444444445
111,9.873944444444444
112,9.778058823529413
113,9.67970588235294
114,9.678058823529412
115,9.591999999999999
116,9.558823529411764
117,9.428235294117645
118,9.444117647058821
119,9.472235294117647
120,9.47735294117647
121,9.466176470588236
122,9.418941176470588
123,9.469000000000001
124,9.414588235294117
125,9.374235294117646
126,9.373000000000001
127,9.284470588235294
128,9.345176470588235
129,9.292823529411764
130,9.2255625
131,9.1555
132,9.203466666666666
133,9.134800000000002
134,9.109
135,9.0436
136,9.041400000000001
137,9.022266666666667
138,8.936133333333334
139,8.81707142857143
140,8.80542857142857
141,8.820714285714287
142,8.729230769230771
143,8.674
144,8.654153846153845
145,8.733615384615385
146,8.637461538461539
147,8.624692307692309
148,8.67576923076923
149,8.5525
150,8.659583333333334
151,8.595833333333335
152,8.541083333333335
153,8.5275
154,8.521583333333334
155,8.526000000000002
156,8.53325
157,8.564583333333333
