ID,percent
0,28.441700000000004
1,28.217399999999998
2,27.575550000000003
3,26.2956
4,24.9441
5,24.846749999999997
6,24.802
7,24.7532
8,24.144000000000002
9,24.07495
10,23.999050000000004
11,23.941499999999998
12,23.988149999999997
13,23.79625
14,23.664649999999998
15,23.558899999999998
16,23.078
17,22.940599999999996
18,22.826050000000002
19,22.704099999999997
20,22.642249999999997
21,22.486800000000002
22,22.328599999999998
23,22.186249999999994
24,21.807899999999993
25,21.668
26,21.5195
27,21.430250000000004
28,21.366999999999997
29,21.27165
30,21.16245
31,21.041450000000005
32,21.3645
33,21.33675
34,20.935
35,20.435
36,20.265
