ID,percent
0,28.681549999999998
1,28.4627
2,27.83795
3,26.596750000000004
4,25.279400000000003
5,25.22335
6,25.083950000000005
7,25.06215
8,23.538249999999998
9,23.4478
10,23.316450000000007
11,23.159250000000004
12,22.8963
13,22.4209
14,21.664099999999998
15,20.853249999999996
16,18.847649999999994
17,18.570099999999996
18,18.4437
19,17.7831
20,17.363699999999998
21,16.8701
22,15.8657
23,15.16825
24,14.8643
25,14.281049999999999
26,14.064000000000002
27,13.911450000000002
28,13.806799999999999
29,13.673049999999998
30,13.4536
31,13.175999999999998
32,12.5765
33,12.4034
34,12.01385
35,11.8588
36,11.732650000000001
37,11.57325
38,11.323149999999998
39,10.95405
40,10.13545
41,9.954449999999998
42,9.625050000000002
43,9.466050000000001
44,9.258750000000001
45,9.137250000000002
46,8.958499999999999
47,8.719849999999997
48,8.28015
49,8.3248
50,7.894350000000001
51,7.793650000000001
52,7.708500000000001
53,7.612699999999999
54,7.531999999999999
55,7.445099999999999
56,7.2639
57,7.175999999999999
58,6.982100000000001
59,6.895099999999999
60,6.831799999999999
61,6.79195
62,6.73845
63,6.673849999999999
64,6.48155
65,6.4121
66,6.229800000000001
67,6.15105
68,6.0646
69,6.03205
70,5.953799999999999
71,5.875149999999999
72,5.6171000000000015
73,5.504400000000001
74,5.4232
75,5.2162
76,5.142899999999999
77,5.1137999999999995
78,5.03575
79,4.972499999999999
80,4.8301
81,4.766349999999999
82,4.6263
83,4.5541
84,4.487399999999999
85,4.45575
86,4.42945
87,4.36
88,4.220299999999999
89,4.155150000000001
90,4.057450000000001
91,3.941149999999999
92,3.8546499999999995
93,3.799199999999999
94,3.7632
95,3.6929500000000006
96,3.5650999999999997
97,3.5148
98,3.3519999999999994
99,3.422684210526316
100,3.381789473684211
101,3.299842105263158
102,3.252105263157895
103,3.1708421052631572
104,3.0041111111111105
105,2.9465
106,2.814166666666667
107,2.7252777777777775
108,2.7982941176470586
109,2.737588235294117
110,2.6959411764705883
111,2.5881176470588243
112,2.4845294117647057
113,2.5428125
114,2.4779999999999998
115,2.2672666666666665
116,1.9357142857142857
117,1.6169230769230767
118,1.5706923076923078
119,1.5220769230769233
120,1.4944166666666667
121,1.5379090909090907
122,1.461818181818182
123,1.3891818181818183
124,1.3687272727272726
125,1.310090909090909
126,1.2866363636363636
127,1.2423636363636363
128,1.1636363636363638
129,1.3014444444444448
130,1.2401111111111112
131,1.1783333333333337
132,1.2434444444444444
133,1.1003333333333332
134,1.1609999999999998
135,1.111625
136,1.2001428571428572
137,1.3336666666666668
138,1.2996666666666667
139,1.2856666666666665
140,1.2515
141,1.2308333333333332
142,1.2145
143,1.3756
144,1.3409999999999997
145,1.2902
146,1.1908
147,1.1684
148,1.0826
149,1.0644
150,1.0468
151,1.027
152,0.9972
153,0.9318
154,1.063
155,1.039
156,0.9702500000000001
157,0.96475
158,0.9132499999999999
159,0.9160000000000001
160,0.87
161,0.8465
162,0.81925
163,0.78325
164,0.7097499999999999
165,0.6607500000000001
166,0.6050000000000001
167,0.567
168,0.6153333333333333
169,0.589
170,0.5579999999999999
171,0.674
172,0.589
173,0.5885
174,0.5185
175,0.484
176,0.667
177,0.66
178,0.65
179,0.64
180,0.628
181,0.672
182,0.554
183,0.526
184,0.49
185,0.43
186,0.352
187,0.313
188,0.296
189,0.268
190,0.179
