ID,percent
0,29.046450000000004
1,28.820050000000002
2,28.169150000000002
3,26.847949999999997
4,25.337349999999997
5,25.240299999999994
6,25.058150000000005
7,25.008800000000008
8,23.615399999999998
9,23.723499999999998
10,23.451749999999997
11,23.318399999999997
12,23.05395
13,22.56685
14,21.806549999999994
15,21.04785
16,19.4214
17,19.545450000000002
18,19.46605
19,18.507499999999997
20,18.1683
21,17.595500000000005
22,16.766700000000004
23,15.981100000000001
24,15.222100000000001
25,14.968049999999995
26,14.886750000000001
27,14.276750000000002
28,14.095700000000003
29,13.888899999999998
30,13.594750000000001
31,13.2604
32,12.75965
33,12.594699999999998
34,12.086500000000001
35,11.9727
36,11.8581
37,11.746449999999998
38,11.6112
39,11.378350000000001
40,10.874799999999999
41,10.573699999999999
42,10.117049999999997
43,9.84385
44,9.718549999999999
45,9.59115
46,9.498800000000001
47,9.283350000000002
48,8.97315
49,8.77945
50,8.42505
51,8.2756
52,8.1527
53,8.0892
54,8.02365
55,7.93595
56,7.769450000000001
57,7.666600000000001
58,7.4209499999999995
59,7.335600000000001
60,7.259800000000001
61,7.182900000000001
62,7.086
63,7.012899999999999
64,6.8347999999999995
65,6.765950000000001
66,6.56545
67,6.45555
68,6.3625
69,6.305699999999999
70,6.23215
71,6.171449999999998
72,6.120950000000001
73,6.045149999999999
74,5.818600000000002
75,5.7598
76,5.666949999999998
77,5.618250000000001
78,5.562100000000001
79,5.521050000000001
80,5.3964
81,5.31345
82,5.1102500000000015
83,5.02515
84,4.9666
85,4.9098999999999995
86,4.8290999999999995
87,4.7453
88,4.6457
89,4.5581000000000005
90,4.3818
91,4.291000000000001
92,4.227950000000001
93,4.1770499999999995
94,4.096700000000001
95,4.0479
96,3.9048000000000003
97,3.829299999999999
98,3.7139500000000005
99,3.5601000000000007
100,3.50345
101,3.4427
102,3.367400000000001
103,3.318699999999999
104,3.2434999999999996
105,3.1902
106,3.0663
107,2.9947
108,2.9547499999999998
109,2.9250000000000003
110,2.8078499999999993
111,2.75345
112,2.6321000000000003
113,2.60725
114,2.5932105263157896
115,2.551526315789474
116,2.606944444444444
117,2.5630555555555556
118,2.5056666666666665
119,2.4298333333333324
120,2.3408333333333338
121,2.3006666666666664
122,2.1948888888888898
123,2.1442222222222225
124,2.1057222222222225
125,2.0744999999999996
126,2.0391666666666666
127,2.134352941176471
128,2.152235294117647
129,2.065235294117647
130,1.988294117647059
131,1.909705882352941
132,1.9717499999999994
133,1.9028125
134,1.9011250000000002
135,1.828375
136,1.7335625000000001
137,1.708625
138,1.5894375
139,1.6235333333333333
140,1.5904
141,1.561733333333333
142,1.5186666666666668
143,1.4660666666666666
144,1.4259333333333333
145,1.3925333333333332
146,1.291866666666667
147,1.3035714285714286
148,1.2631428571428571
149,1.2237857142857143
150,1.1895714285714283
151,1.2282307692307692
152,1.1734615384615386
153,1.1396923076923078
154,0.9695833333333331
155,1.032181818181818
156,0.9703636363636367
157,0.925
158,0.8926363636363636
159,0.9262
160,0.9781111111111112
161,0.9620000000000002
162,0.873888888888889
163,0.8582500000000001
164,0.8974285714285715
165,0.8661428571428571
166,0.8558571428571428
167,0.8451428571428572
168,0.8335714285714287
169,0.8205714285714288
170,0.7821428571428571
171,0.7842857142857144
172,0.7334285714285714
173,0.7856666666666667
174,0.742
175,0.7323333333333334
176,0.87175
177,0.8650000000000001
178,0.8574999999999999
179,0.832
180,0.788
181,0.7887500000000001
182,0.81025
183,0.7517499999999999
184,0.7302500000000001
185,0.71525
186,0.6927499999999999
187,0.657
188,0.623
189,0.5775
190,0.6859999999999999
191,0.6496666666666667
192,0.5643333333333334
193,0.5646666666666667
194,0.5723333333333334
195,0.5456666666666666
196,0.531
197,0.5033333333333333
198,0.466
199,0.3983333333333334
200,0.639
201,0.64
202,0.637
203,0.448
204,0.424
205,0.423
206,0.421
207,0.418
208,0.408
209,0.392
210,0.391
211,0.271
