ID,percent
0,26.887099999999997
1,26.7377
2,26.32235
3,25.554550000000003
4,24.9198
5,24.8803
6,24.83495
7,24.765700000000002
8,24.147
9,24.062850000000005
10,23.945000000000004
11,24.041449999999998
12,23.878899999999998
13,23.8201
14,23.740299999999998
15,23.67915
16,23.294800000000002
17,23.16535
18,23.084600000000002
19,22.985149999999997
20,22.921249999999997
21,22.8337
22,22.729249999999997
23,22.6339
24,22.156050000000004
25,22.077500000000004
26,21.9774
27,21.913050000000002
28,21.83315
29,21.73775
30,21.61705
31,21.60825
32,21.160099999999996
33,21.092849999999995
34,21.004700000000003
35,20.95985
36,20.92045
37,20.860750000000003
38,20.773999999999997
39,20.67405
40,20.41095
41,20.303999999999995
42,20.194350000000004
43,20.136400000000002
44,20.061
45,20.0083
46,19.950450000000004
47,19.860350000000004
48,19.53545
49,19.433249999999997
50,19.297449999999998
51,19.215400000000002
52,19.1192
53,18.99855
54,18.90595
55,18.83875
56,18.5412
57,18.29435
58,18.225549999999995
59,18.140300000000003
60,18.054450000000003
61,17.987599999999997
62,17.928500000000003
63,17.854949999999995
64,17.487999999999996
65,17.397100000000002
66,17.341900000000003
67,17.2693
68,17.20835
69,17.1504
70,17.047100000000004
71,16.9097
72,16.4232
73,16.3334
74,16.214049999999997
75,16.1329
76,16.02565
77,15.936950000000005
78,15.793449999999998
79,15.622899999999998
80,15.801333333333334
81,15.625
82,15.1085
83,14.249
84,14.7775
85,14.633
86,14.4255
87,13.787
88,13.771
