1,2,3,4
22.4,24.7,27.55,32.05
22.2,25.15,28.15,33.85
22.1,24.55,28.9,33.9
22.1,24.75,30.65,35.0
22.55,24.65,32.35,37.15
23.1,24.75,33.8,38.85
23.45,25.2,35.25,39.95
24.75,25.55,36.6,40.6
25.55,25.85,37.55,42.9
26.55,26.5,38.8,44.3
26.85,26.45,41.15,44.7
27.05,27.55,42.5,46.0
27.35,27.75,44.2,46.85
28.05,28.95,45.9,48.95
27.5,30.75,46.95,50.05
29.0,30.9,48.9,49.9
29.2,31.65,50.7,51.95
29.25,32.25,51.15,53.7
29.95,32.15,52.75,55.8
30.25,32.6,54.5,56.55
29.7,33.45,55.5,58.2
29.95,33.1,56.9,60.55
30.2,34.1,59.0,62.7
30.7,34.0,61.0,63.8
32.1,34.5,62.55,63.65
32.1,35.25,62.5,65.0
32.9,36.1,63.35,67.05
34.15,36.45,63.6,67.7
35.45,36.65,64.2,68.35
35.95,36.65,65.4,70.75
37.55,38.1,67.45,72.5
38.7,37.75,70.3,74.15
40.45,39.05,72.25,76.65
40.6,39.3,73.25,77.65
40.55,40.85,75.35,79.4
40.75,41.0,76.9,82.65
40.9,41.85,78.55,83.7
41.35,41.95,81.15,84.55
42.3,41.3,83.95,87.0
42.05,42.35,84.2,89.65
43.05,42.25,86.6,92.45
43.25,43.65,86.75,95.9
43.95,44.6,88.55,97.85
45.1,44.2,92.05,99.8
45.1,44.35,93.55,101.5
45.35,44.95,95.55,102.25
45.4,45.35,98.9,105.7
45.75,45.7,100.35,106.25
46.15,44.9,102.45,107.6
46.6,44.85,105.5,109.05
46.25,43.55,109.65,111.9
46.6,44.3,111.3,114.3
47.7,44.9,114.0,116.3
48.65,45.35,114.65,118.4
47.9,45.45,117.75,120.85
48.45,46.2,120.7,122.25
49.6,46.4,122.55,123.65
50.6,46.8,124.05,126.3
52.0,48.0,127.85,129.75
52.6,47.85,131.95,132.25
53.25,48.65,134.15,135.0
52.65,47.95,135.8,136.55
54.05,48.0,137.3,138.35
55.75,47.95,138.65,141.45
57.25,49.35,139.4,144.9
58.35,50.65,143.6,146.6
59.75,50.45,147.55,149.35
59.65,51.05,148.35,151.55
59.25,51.55,152.3,154.05
59.8,51.35,155.15,153.8
61.35,51.55,156.65,156.9
61.55,52.8,160.4,159.75
61.85,53.3,164.45,163.35
62.4,54.35,168.9,164.65
61.75,55.25,173.05,167.25
61.6,55.5,175.1,171.2
60.8,55.2,178.2,174.55
61.4,55.75,181.7,176.25
61.55,55.25,185.25,180.4
62.8,56.15,186.85,184.25
62.95,57.0,190.05,189.75
62.95,57.85,193.7,191.05
62.5,58.05,195.3,195.7
62.6,58.95,200.05,197.6
63.0,58.45,203.2,201.15
63.35,60.9,206.3,205.05
64.95,61.35,212.0,207.2
64.9,62.4,215.05,208.75
66.0,63.35,218.15,209.2
66.35,61.65,221.25,210.9
67.75,62.05,223.5,213.65
68.9,62.2,230.0,215.95
69.85,63.0,233.55,220.45
70.95,63.15,236.6,225.75
71.4,63.15,240.85,229.65
72.95,64.2,244.15,233.05
73.0,62.9,246.95,235.35
73.65,63.7,249.45,239.85
74.6,63.7,253.8,245.35
75.55,65.35,257.5,249.5
77.3,65.8,261.75,254.6
77.15,65.15,263.95,257.75
77.2,65.0,270.15,260.9
77.2,64.7,272.35,264.0
78.5,65.2,275.65,267.1
79.5,65.7,279.75,271.8
81.0,64.85,286.05,274.55
82.45,66.2,292.8,279.2
81.35,66.65,295.9,278.85
82.8,67.55,300.45,281.7
84.3,67.95,305.1,286.7
86.25,67.15,310.4,291.75
86.5,69.4,315.25,293.95
86.8,70.8,317.9,298.55
87.35,71.15,320.7,301.75
88.2,71.35,321.2,303.6
88.35,71.5,328.8,308.15
88.15,71.8,334.35,314.55
89.55,73.7,340.4,316.8
91.05,73.05,342.75,319.55
91.0,73.3,346.75,321.55
92.55,74.25,348.4,323.25
93.2,75.55,351.35,327.3
92.85,76.8,354.25,330.45
91.5,77.7,358.6,332.35
93.9,76.7,362.8,334.65
93.45,76.5,365.35,339.5
95.5,76.7,366.2,344.95
96.55,76.55,372.3,349.8
96.25,76.6,375.75,350.9
96.1,77.6,378.9,355.8
95.35,76.05,382.75,357.95
96.2,76.35,387.65,359.45
96.7,75.55,390.1,367.65
98.05,76.0,391.45,372.4
99.8,77.85,394.6,376.4
99.4,79.05,397.4,378.1
99.15,79.15,400.45,382.3
98.95,79.5,406.45,385.3
99.1,80.25,409.05,390.3
99.05,80.85,415.25,394.35
99.85,83.55,420.5,395.85
102.4,85.45,421.2,400.3
103.65,85.5,424.9,404.65
103.55,86.0,429.6,406.7
104.3,85.35,428.85,408.8
105.0,85.85,430.9,410.5
105.35,86.3,436.4,409.8
105.85,87.45,442.5,414.6
107.0,86.95,446.9,421.35
108.1,87.45,455.25,424.7
106.05,87.95,457.25,425.85
105.6,87.4,461.55,424.45
107.65,87.9,465.7,430.7
107.35,87.4,469.75,438.5
106.4,86.4,472.15,440.2
107.1,86.6,476.1,443.7
107.8,86.8,478.2,446.5
109.25,87.15,483.45,446.1
109.8,87.55,488.75,454.1
110.35,89.4,488.75,455.65
111.85,87.95,486.35,458.65
113.4,88.1,491.3,459.9
112.9,88.0,496.2,459.7
113.5,87.15,500.7,461.15
112.35,87.55,506.7,464.5
111.55,86.0,510.95,465.6
111.5,87.35,514.25,466.45
111.0,86.8,517.4,467.6
112.4,85.75,519.6,471.2
112.35,86.9,525.05,473.55
113.35,87.9,527.5,474.15
112.45,89.05,534.35,474.85
112.2,88.8,535.95,472.8
111.05,89.35,540.75,476.0
110.55,89.7,545.65,480.65
111.1,89.6,552.15,481.45
111.15,90.25,559.85,484.45
110.8,90.95,563.3,486.5
112.05,91.4,565.75,488.7
113.25,92.8,567.55,494.2
110.4,91.85,570.8,493.05
110.6,91.15,577.4,495.7
111.95,91.35,579.7,497.8
112.95,92.55,581.0,498.55
113.0,91.95,579.35,502.7
112.2,92.2,583.4,504.3
110.45,93.85,585.45,508.25
109.6,94.4,590.1,508.0
109.5,94.55,597.4,506.5
109.2,95.75,601.65,510.9
108.6,94.1,603.75,516.6
111.3,93.75,608.8,520.25
110.6,94.35,610.1,519.55
111.0,95.7,613.0,522.8
111.3,94.35,619.55,521.1
110.35,95.1,622.45,520.75
110.95,95.25,622.5,520.9
111.65,95.55,623.4,525.45
111.6,94.75,627.35,526.6
109.8,94.9,632.25,525.05
108.6,95.0,637.4,523.2
110.25,94.5,642.7,523.35
109.25,94.0,647.95,525.7
108.95,94.2,650.95,530.7
110.95,95.35,657.05,534.65
110.0,96.2,658.75,536.9
111.45,97.0,663.1,540.35
112.5,96.2,665.6,539.6
111.6,95.65,668.1,540.05
113.95,95.05,668.3,541.2
115.65,95.25,669.85,542.4
116.25,96.65,669.15,543.8
116.4,94.9,671.35,542.9
115.9,94.6,670.9,548.0
115.8,95.85,675.4,546.1
117.0,96.45,677.55,547.35
116.8,96.85,682.1,547.0
117.3,96.6,685.8,548.6
119.15,97.6,686.8,554.75
118.7,96.3,686.45,552.0
119.9,95.95,687.75,551.35
119.15,95.55,690.35,551.75
119.05,95.0,690.45,551.35
121.2,93.4,691.35,547.8
121.1,93.45,688.95,546.0
121.55,93.5,689.35,545.4
121.4,94.05,694.75,543.55
119.1,93.3,696.0,545.55
120.8,91.7,695.55,548.55
121.1,93.4,700.1,548.95
122.3,92.05,704.85,546.7
123.4,90.85,711.95,548.75
122.95,91.85,716.55,546.0
123.15,91.05,717.55,545.55
123.8,90.2,721.65,547.55
124.05,88.8,721.6,546.85
123.4,89.0,721.6,545.55
123.35,88.95,725.75,547.85
120.95,89.7,727.05,550.25
122.3,88.5,727.4,551.3
120.4,87.85,728.2,548.85
120.6,87.5,731.35,550.45
121.55,88.35,732.25,548.55
121.3,87.55,734.35,546.7
122.65,86.8,735.75,550.25
121.95,85.8,732.05,552.25
121.1,85.05,736.35,554.45
121.15,85.05,736.0,555.0
120.45,84.85,740.5,557.3
120.8,85.35,745.2,556.75
121.15,86.6,746.05,554.65
120.65,86.15,744.2,555.25
121.2,85.7,750.5,558.15
122.25,86.3,749.05,559.1
121.6,84.3,748.75,560.55
122.3,83.55,747.85,563.15
121.8,82.6,752.55,560.85
123.95,84.45,752.0,561.25
123.85,84.0,753.25,561.0
122.4,84.0,760.65,558.15
120.6,83.35,765.0,560.75
121.45,83.15,767.2,563.05
122.7,83.75,768.95,560.15
123.6,83.65,773.35,555.45
123.6,83.0,771.7,556.7
121.7,80.9,771.3,557.45
123.2,80.35,771.6,556.4
124.25,79.7,774.85,556.95
124.55,79.5,774.55,557.6
127.35,79.6,775.25,553.0
127.95,79.95,774.85,552.6
130.5,78.75,772.65,553.95
129.95,79.2,774.2,556.3
132.1,79.65,775.55,558.45
132.0,78.3,778.05,557.65
134.3,80.2,780.7,557.4
133.45,79.85,782.55,555.95
132.2,79.25,784.5,559.95
130.3,78.15,785.35,562.8
132.5,79.25,786.6,561.1
132.05,77.85,788.55,563.95
132.55,77.35,785.9,560.65
132.65,77.15,788.95,562.55
132.1,77.55,791.35,564.05
131.75,78.2,792.6,563.55
130.4,77.0,791.8,558.55
130.7,77.45,791.05,557.0
131.6,77.0,795.2,554.35
129.45,77.15,792.65,555.9
128.0,75.8,795.9,556.35
128.95,76.7,795.2,556.25
129.75,77.25,792.5,556.9
128.65,76.7,794.25,557.5
128.4,78.3,790.75,555.45
127.35,78.4,796.85,553.0
127.35,77.7,796.35,550.55
126.9,77.65,797.35,550.5
127.05,78.9,796.6,548.5
127.15,79.4,794.15,547.0
128.65,78.65,797.45,547.25
130.2,76.35,797.65,546.15
131.45,77.5,802.1,545.0
131.75,77.85,805.95,542.1
133.1,77.25,806.45,542.85
133.0,76.9,803.4,541.9
132.1,75.05,805.25,540.8
130.35,74.95,807.45,540.4
130.2,73.55,812.9,542.1
129.95,74.55,817.35,542.95
130.3,73.35,815.7,545.55
131.8,74.45,820.6,543.5
132.25,74.2,821.05,543.4
132.85,75.15,819.85,542.35
133.65,75.75,819.4,541.35
133.25,74.75,824.45,540.3
131.85,74.65,819.5,539.95
131.85,74.2,820.4,541.25
132.05,74.4,821.5,536.35
133.3,75.5,826.0,534.4
130.35,75.9,821.35,532.45
130.8,76.65,817.95,531.75
129.7,76.15,817.45,529.65
130.05,75.85,814.55,536.15
131.1,75.85,819.85,538.95
131.15,75.75,821.65,538.9
132.0,75.3,824.75,537.65
131.1,75.1,826.0,532.0
133.25,75.95,824.9,530.9
133.55,74.65,824.95,529.8
134.65,73.9,822.45,529.5
134.9,72.7,825.05,532.5
134.6,72.65,825.4,532.05
135.55,72.8,824.85,532.25
136.3,73.0,824.3,532.2
137.6,73.5,827.2,532.35
136.45,72.15,827.65,529.95
136.1,72.55,829.8,531.55
134.5,71.85,832.7,533.5
134.05,71.65,834.35,533.15
134.65,72.1,829.65,534.5
133.8,73.15,832.25,532.25
134.6,73.95,831.65,528.85
133.3,74.35,832.9,527.25
133.7,73.55,833.7,524.2
133.25,72.9,836.75,523.05
130.65,72.95,841.2,520.35
130.75,73.25,842.05,521.5
129.05,72.9,847.45,518.35
128.1,72.7,848.7,521.5
128.0,73.05,849.3,522.7
128.55,74.05,850.9,518.55
127.0,72.75,851.0,516.65
127.3,73.0,856.65,517.6
127.3,72.9,863.85,518.0
127.2,73.1,866.9,516.4
127.3,72.75,868.45,512.85
127.0,71.4,871.6,511.75
126.85,71.7,872.05,507.65
124.55,70.8,871.9,510.7
124.75,71.8,874.65,512.9
124.85,72.35,876.2,508.3
125.3,72.05,879.35,510.05
126.9,70.95,879.3,514.95
125.95,69.95,876.0,516.15
126.45,71.45,878.45,512.6
126.3,70.75,875.4,512.05
125.05,70.1,879.15,512.6
125.95,70.05,881.95,507.1
125.25,69.7,882.95,509.9
124.1,70.95,883.25,502.85
124.3,72.25,883.75,504.0
122.3,70.75,887.05,503.15
121.2,70.45,885.6,502.6
122.85,71.1,884.2,501.1
121.45,69.5,881.55,500.6
122.45,69.0,881.85,500.25
121.7,67.9,878.85,497.05
121.6,67.25,880.75,495.15
120.55,67.75,885.2,492.95
119.9,69.0,887.7,491.7
118.65,68.4,889.75,489.7
117.4,66.2,892.3,488.35
116.35,66.1,895.6,490.7
116.25,67.5,897.15,492.5
117.7,67.4,898.65,490.1
115.6,66.65,900.3,490.0
116.25,66.45,901.15,488.55
115.3,66.6,902.45,487.55
114.7,65.45,897.95,487.85
115.7,64.1,897.7,484.65
117.25,63.85,901.5,484.5
117.95,64.3,902.6,486.2
116.4,63.65,900.3,487.8
113.6,64.4,900.15,487.75
115.05,63.95,905.45,487.25
115.0,64.75,905.6,482.7
115.7,65.35,905.0,483.15
116.05,65.05,908.4,485.05
115.4,65.35,908.3,487.35
116.35,65.3,905.7,484.85
116.6,64.75,903.1,484.95
117.05,65.9,902.7,482.15
118.6,65.55,903.55,481.95
118.8,65.25,904.1,479.55
117.5,65.3,906.8,478.45
118.0,65.85,906.8,473.8
117.9,66.45,907.75,476.35
117.9,65.95,909.75,473.5
116.85,67.75,910.65,472.65
118.1,67.7,912.15,473.85
118.35,67.85,916.0,471.9
118.7,68.5,916.8,474.0
118.95,68.3,918.0,473.85
116.4,68.0,917.0,470.6
117.3,67.45,917.0,471.55
119.6,66.75,919.45,472.2
119.9,66.8,921.35,472.1
120.7,66.6,924.35,470.8
119.35,65.7,918.55,468.75
118.65,66.3,916.65,470.75
116.55,66.85,920.3,472.15
116.3,66.95,922.4,467.4
116.7,68.45,920.55,468.25
117.3,67.5,922.7,469.9
116.35,67.5,928.0,464.25
117.65,67.5,926.2,467.7
118.05,67.25,927.7,467.1
117.1,65.5,935.2,467.4
117.85,65.3,941.75,469.5
116.2,64.15,941.75,463.4
115.05,64.8,943.7,460.95
116.15,65.75,945.8,463.3
116.7,64.35,943.8,463.75
115.75,64.5,948.45,461.35
117.4,64.05,950.2,462.05
118.3,63.45,953.25,460.6
117.9,63.4,952.0,459.85
117.85,62.95,954.35,459.4
117.85,62.65,952.35,459.2
119.4,63.0,953.55,459.5
118.05,62.3,953.1,457.85
116.6,62.5,958.55,458.05
119.2,62.6,964.85,452.35
118.6,62.1,964.9,452.6
118.7,62.05,961.2,451.2
118.55,62.5,953.4,450.8
117.95,61.95,962.25,449.95
117.85,61.65,955.45,449.4
116.55,61.05,953.15,448.95
115.8,60.25,953.7,450.1
116.0,59.8,949.5,451.5
115.3,59.5,946.0,449.05
116.75,60.15,945.6,449.0
115.6,59.55,948.85,450.0
116.85,59.85,947.5,447.3
117.25,58.75,949.9,447.85
117.3,58.35,950.95,449.75
118.0,58.65,953.0,447.2
117.3,58.8,953.7,446.15
117.7,59.6,958.7,445.1
116.95,58.25,959.7,442.55
114.2,57.25,956.05,439.65
114.6,56.35,959.9,439.3
115.95,56.45,956.2,441.5
116.55,56.5,958.55,440.0
117.2,56.3,960.75,440.8
117.15,56.0,963.5,438.1
117.0,55.85,964.05,437.5
116.2,55.1,966.1,437.55
116.6,54.35,966.9,437.25
115.75,56.1,964.35,433.75
116.6,54.95,961.8,431.15
116.4,54.75,966.7,429.35
116.5,55.65,966.45,429.9
118.75,54.65,969.4,429.45
117.1,54.95,971.3,429.25
116.3,53.8,972.0,432.3
117.15,53.6,972.7,431.15
116.55,53.35,968.8,431.25
115.95,53.5,965.45,430.6
116.15,52.85,966.7,429.95
114.95,52.5,969.65,426.55
115.4,50.9,974.0,427.2
116.5,51.25,978.8,429.4
117.75,50.65,974.15,432.9
117.8,50.4,979.65,431.35
118.45,50.6,977.9,432.3
118.35,49.45,978.65,429.0
119.75,50.0,979.7,431.1
119.15,49.8,982.4,431.3
119.1,49.85,978.75,430.35
117.65,50.65,983.1,431.35
117.1,51.3,982.55,429.45
115.7,50.95,980.1,430.4
116.75,50.6,979.95,429.3
116.75,50.65,972.45,430.25
116.6,50.55,975.35,431.45
115.65,50.95,975.2,429.75
116.6,51.25,980.55,430.55
116.05,51.5,983.5,426.85
116.45,51.3,983.9,425.3
117.6,51.05,982.35,426.05
117.85,52.45,984.2,424.0
119.75,53.4,982.85,424.45
119.45,54.4,982.8,424.45
118.1,53.8,985.3,424.85
116.3,53.9,982.55,423.65
116.15,53.7,983.65,420.1
117.0,52.45,981.2,419.4
118.3,51.05,979.7,420.5
118.3,50.9,982.5,419.05
117.55,51.4,979.5,420.0
118.25,51.6,981.1,421.25
118.55,51.35,977.35,419.55
118.7,52.05,981.2,423.05
119.0,52.05,984.8,424.5
118.5,51.5,988.05,421.35
116.75,49.75,990.3,419.05
117.45,50.1,992.75,418.6
116.45,51.2,990.05,416.2
116.55,49.75,995.1,418.7
116.95,49.5,998.55,418.0
117.0,50.15,997.55,418.35
117.5,49.65,991.15,420.2
117.45,49.85,988.15,419.1
116.75,50.05,992.95,419.7
117.85,50.05,993.5,423.25
117.85,49.3,1000.45,422.7
117.95,49.35,996.15,420.05
116.45,48.55,1000.7,417.05
113.85,47.9,996.5,416.4
113.6,46.6,997.55,412.8
113.1,45.55,994.0,415.85
114.5,44.75,999.25,413.15
114.65,45.45,999.1,414.3
115.4,45.45,1001.5,412.15
115.45,45.2,1001.4,413.5
116.65,44.15,1006.05,414.35
117.75,44.85,1008.55,414.4
118.65,45.05,1007.75,415.7
117.95,45.1,1007.45,415.6
118.8,45.3,1008.55,416.65
118.35,45.95,1002.4,417.0
117.25,46.45,1003.7,415.75
115.2,47.0,1005.95,412.3
114.25,47.35,1004.2,411.9
113.5,47.4,1006.0,410.05
114.6,48.15,1008.15,409.1
114.05,48.2,1015.0,409.45
113.85,48.75,1011.85,409.1
113.05,48.75,1008.9,408.25
113.3,48.25,1008.9,407.95
114.7,49.05,1012.1,405.6
114.75,48.65,1020.25,407.3
114.0,47.6,1019.95,407.15
113.4,47.3,1023.0,407.35
113.5,47.8,1019.3,406.6
113.5,47.8,1016.6,406.45
115.3,47.25,1021.95,404.25
115.6,47.55,1019.95,404.75
113.4,48.0,1027.3,402.65
111.25,48.35,1026.25,403.45
109.9,47.6,1027.95,400.15
108.9,46.35,1028.9,403.35
109.55,46.7,1030.25,404.25
107.85,47.45,1030.7,402.55
107.65,47.2,1035.1,400.8
107.6,48.55,1033.9,401.8
109.5,48.1,1039.05,402.1
111.0,48.4,1039.25,399.05
110.4,47.55,1039.05,395.7
109.35,47.2,1040.7,395.65
109.55,47.1,1045.9,395.6
109.6,47.15,1046.55,393.25
110.1,45.85,1040.8,394.2
110.65,46.65,1039.0,395.8
111.45,45.85,1039.95,392.3
111.7,46.15,1041.85,394.35
112.15,46.7,1040.2,391.25
111.65,47.15,1038.95,390.95
111.05,46.1,1035.35,387.8
111.9,45.6,1038.8,387.9
111.65,46.25,1044.6,386.7
111.6,46.35,1038.7,388.0
112.4,45.6,1042.65,387.2
111.4,46.15,1036.75,388.7
112.05,46.2,1037.1,390.1
111.0,45.95,1030.25,389.4
112.45,46.25,1033.85,390.5
111.9,47.0,1035.15,388.15
113.75,46.6,1038.45,384.35
112.8,46.5,1039.65,384.45
112.5,45.65,1037.15,380.15
113.4,45.85,1030.8,378.25
113.0,46.6,1035.3,377.5
113.55,45.1,1037.65,376.45
114.7,44.55,1032.7,374.95
114.8,44.0,1034.95,373.4
115.8,43.5,1034.5,375.15
114.55,43.35,1037.7,373.9
115.8,43.9,1040.95,373.55
116.55,44.55,1042.4,371.35
115.3,45.5,1045.7,366.9
115.2,44.35,1051.75,365.9
114.05,44.4,1045.7,367.0
115.25,44.8,1041.35,365.55
114.3,45.4,1045.05,366.5
115.0,45.9,1043.3,366.0
115.75,46.85,1046.75,365.65
114.7,47.15,1048.1,366.9
113.0,47.25,1051.05,365.75
111.3,48.55,1057.75,365.9
110.75,48.65,1056.0,366.75
110.4,49.2,1056.8,366.35
110.2,48.9,1054.0,363.95
109.5,48.55,1050.1,363.6
109.1,48.85,1049.7,364.15
110.25,49.0,1054.6,364.6
110.4,49.3,1056.2,362.05
110.6,49.45,1053.9,360.7
111.1,49.7,1056.65,359.25
110.7,50.1,1053.75,359.9
110.7,50.8,1059.4,356.05
109.85,48.95,1055.9,356.05
109.45,49.0,1048.4,357.1
109.25,48.95,1049.7,359.55
108.75,48.25,1054.15,361.4
108.5,48.2,1047.5,363.7
107.7,48.1,1045.35,360.75
109.25,48.2,1052.35,359.7
110.25,48.65,1051.15,358.3
109.35,48.65,1049.25,359.75
108.55,49.4,1047.95,358.45
110.8,49.25,1044.6,359.5
110.55,48.75,1048.3,358.4
110.3,48.8,1049.3,358.35
111.5,49.7,1048.7,356.7
110.7,49.95,1046.8,355.85
111.15,49.95,1049.65,357.2
110.6,50.9,1054.35,353.2
110.65,51.65,1058.1,352.9
110.2,51.05,1053.9,350.45
108.55,50.85,1056.95,349.0
108.35,51.05,1063.95,347.3
108.85,49.3,1059.9,346.85
108.8,48.75,1061.55,347.5
109.9,49.05,1060.6,346.6
110.15,48.5,1063.3,344.6
109.65,47.85,1064.15,342.5
111.95,47.05,1065.7,341.75
109.0,47.4,1067.4,342.5
109.3,47.15,1065.8,340.15
110.75,46.55,1065.5,340.1
110.85,46.1,1066.05,339.45
110.2,46.1,1064.25,337.15
109.65,46.45,1068.0,333.85
108.15,47.3,1073.65,335.05
108.45,45.95,1071.2,331.95
108.2,47.55,1071.45,332.9
106.15,46.95,1076.7,330.55
105.1,47.4,1073.7,330.05
105.05,47.25,1074.8,334.1
105.55,47.4,1075.7,334.1
104.2,46.65,1076.35,332.95
104.4,46.45,1078.2,335.25
104.75,46.85,1074.55,334.8
106.05,46.85,1071.65,333.35
106.3,46.95,1072.85,332.8
107.05,46.9,1077.45,333.15
107.45,46.65,1084.45,331.7
107.4,46.15,1089.35,329.3
106.85,44.85,1086.8,328.15
108.65,43.85,1085.5,329.75
108.7,44.45,1082.45,326.8
110.25,44.65,1081.05,325.05
112.6,45.25,1082.7,323.15
111.45,44.95,1080.05,322.6
110.95,45.5,1081.95,323.8
112.4,45.25,1075.65,325.05
112.9,45.4,1068.95,325.15
112.95,44.0,1076.65,327.05
113.0,44.35,1078.8,328.0
112.9,44.9,1080.15,329.55
111.9,44.9,1079.9,330.8
111.0,45.25,1075.9,326.8
113.05,45.0,1080.45,323.15
113.25,45.35,1079.05,319.75
114.05,46.2,1085.95,320.8
114.15,45.45,1084.3,318.45
114.0,45.15,1084.5,319.35
114.5,44.85,1077.15,318.6
115.6,45.55,1078.1,319.4
114.35,46.15,1077.75,317.6
115.4,45.3,1076.95,318.95
116.15,44.1,1079.2,320.4
115.25,44.0,1079.4,318.2
112.65,44.1,1080.05,317.55
112.45,44.45,1078.85,318.1
111.4,44.6,1082.0,318.1
112.7,44.0,1083.15,317.7
112.7,44.1,1082.8,318.55
113.3,44.35,1085.45,319.75
113.6,44.05,1079.9,320.75
114.3,45.15,1081.2,319.5
114.6,43.95,1083.8,319.25
114.0,43.65,1081.1,320.65
113.45,42.9,1081.55,320.25
115.45,43.65,1079.7,320.9
114.7,44.4,1076.35,320.75
115.35,43.35,1075.75,322.8
114.9,43.55,1077.5,324.2
114.7,43.0,1082.7,324.2
114.15,44.35,1087.8,323.15
114.3,44.5,1088.45,325.85
115.3,45.15,1085.95,324.85
115.5,44.95,1084.6,325.1
116.45,44.9,1080.55,324.6
115.65,45.1,1080.25,321.05
116.5,44.9,1080.5,322.15
117.0,44.45,1084.55,321.9
116.3,43.85,1087.9,322.2
114.65,43.95,1091.7,322.2
113.6,44.55,1095.65,321.05
113.85,44.1,1093.95,324.2
113.55,44.05,1100.2,323.5
114.15,43.6,1102.75,325.7
113.65,44.5,1103.0,325.4
114.85,44.9,1098.55,323.65
115.9,44.55,1098.8,322.35
116.5,45.25,1101.45,324.2
116.15,45.5,1100.15,322.7
117.25,44.5,1101.9,321.95
118.9,44.0,1098.6,318.6
117.6,44.45,1100.45,317.65
116.3,43.95,1099.95,314.4
116.6,44.9,1097.6,315.9
117.3,44.15,1096.9,313.55
118.15,43.8,1095.25,316.7
119.45,43.85,1099.2,317.1
119.8,43.25,1099.65,312.3
118.1,42.75,1097.35,310.95
119.05,42.8,1097.7,312.85
121.45,43.4,1100.9,313.35
121.45,43.1,1099.65,311.8
122.55,43.25,1097.95,310.8
123.35,43.4,1097.85,309.05
123.7,43.35,1099.65,307.15
122.3,43.3,1103.6,307.45
123.15,44.3,1103.55,306.1
123.8,44.6,1097.3,305.0
124.05,43.45,1101.5,305.55
122.8,42.3,1106.25,303.6
123.7,42.0,1107.5,305.9
123.75,42.3,1106.15,303.15
126.1,41.85,1101.55,304.6
124.85,41.9,1099.85,301.95
125.95,42.2,1103.45,301.3
126.35,42.1,1108.15,302.9
128.4,41.45,1109.8,302.2
127.25,42.0,1111.7,300.55
126.2,41.75,1110.4,299.3
126.35,42.9,1109.75,298.15
125.95,42.55,1106.4,298.7
125.75,42.4,1101.15,298.45
124.9,42.65,1105.7,296.85
125.4,42.6,1106.2,296.7
124.6,41.7,1101.8,298.7
125.3,41.75,1101.8,300.1
126.5,41.1,1098.4,300.25
127.9,42.3,1099.45,299.95
127.2,42.35,1102.85,300.55
127.45,42.0,1100.05,302.6
128.0,41.25,1098.65,301.95
129.1,40.85,1100.8,304.0
130.45,41.65,1100.75,305.1
131.8,41.3,1103.85,306.15
131.75,42.2,1101.05,304.95
132.0,41.75,1106.95,307.05
130.7,44.0,1106.15,306.35
130.95,42.45,1106.1,305.8
131.2,42.6,1105.75,304.6
129.8,43.0,1102.4,304.05
129.15,43.3,1108.55,303.4
129.8,43.1,1106.55,301.9
129.9,42.1,1108.65,303.65
129.6,42.45,1108.85,303.95
129.55,42.45,1107.5,306.1
130.3,43.1,1105.4,302.3
130.15,42.9,1106.0,304.35
131.3,42.25,1108.25,304.9
131.05,42.2,1104.45,305.5
130.15,43.45,1107.2,304.05
127.35,42.7,1111.85,303.05
126.15,41.7,1116.35,302.55
