1,2,3,4
126.7,41.75,1120.15,303.0
124.95,41.15,1118.1,302.4
123.75,40.7,1118.35,301.65
123.2,40.3,1118.2,304.55
124.25,40.45,1117.5,303.35
124.9,41.3,1110.15,302.3
124.25,41.85,1111.8,298.1
124.2,42.4,1109.6,299.15
124.9,41.5,1110.8,299.55
126.85,42.75,1113.25,299.75
127.25,43.4,1113.45,298.3
129.05,43.2,1111.2,295.6
128.7,43.35,1109.85,295.1
128.5,44.1,1110.35,296.1
129.4,43.75,1108.15,293.7
128.1,44.6,1108.15,293.9
128.0,45.15,1112.15,293.1
129.3,44.9,1116.1,291.8
129.15,44.1,1116.9,290.25
129.55,44.85,1115.75,289.4
128.8,45.3,1113.3,289.8
130.35,44.4,1113.55,289.85
130.55,44.75,1114.9,291.25
129.7,44.8,1123.5,289.45
128.9,44.2,1122.25,291.65
130.7,44.4,1120.8,292.0
131.0,44.15,1118.55,291.05
130.9,43.9,1116.3,292.85
129.15,43.0,1113.9,290.5
128.6,43.3,1112.7,291.4
128.7,43.9,1109.95,289.7
127.45,43.1,1106.8,289.4
127.2,43.55,1115.2,289.7
127.6,43.75,1116.2,286.95
127.7,42.9,1117.9,289.2
129.6,42.35,1114.15,286.75
128.05,42.05,1113.9,286.05
127.0,42.2,1118.1,285.4
127.65,42.05,1122.9,283.2
127.35,42.8,1125.7,283.7
126.45,41.65,1127.6,285.15
127.4,41.4,1133.3,285.8
127.8,40.15,1128.4,286.0
126.7,40.1,1123.4,284.2
126.75,39.75,1121.65,284.25
128.95,40.0,1123.25,285.85
129.75,38.9,1122.85,282.35
130.65,38.7,1118.9,282.2
128.9,38.85,1121.15,281.75
130.2,38.4,1124.4,280.45
127.7,37.25,1115.5,281.5
125.6,37.65,1111.25,282.9
126.15,37.45,1113.05,282.75
126.8,37.95,1114.7,281.95
126.85,37.7,1119.7,281.3
127.1,38.05,1120.25,280.95
128.2,38.0,1118.75,282.2
129.95,38.65,1116.9,283.1
131.45,38.9,1114.85,281.85
131.7,38.3,1117.75,282.5
131.35,37.9,1117.8,282.25
130.7,38.55,1119.1,281.8
131.2,38.4,1118.8,283.55
133.45,38.55,1118.3,284.6
133.4,39.25,1120.8,281.45
133.05,38.8,1119.35,280.75
133.8,38.4,1117.85,283.15
134.1,38.3,1120.7,281.6
134.75,37.65,1119.15,278.45
134.25,37.5,1121.45,276.75
134.8,38.3,1118.6,274.0
134.2,37.15,1114.85,272.95
135.05,36.35,1109.75,271.75
135.05,36.15,1107.75,269.05
134.0,36.2,1106.7,269.1
133.5,35.55,1108.55,269.3
131.4,36.6,1112.8,268.55
131.05,37.55,1112.6,269.0
129.85,37.95,1117.4,269.1
129.4,37.1,1115.7,269.7
128.9,36.95,1116.45,271.95
130.55,37.7,1115.1,269.4
131.35,38.65,1115.8,270.35
129.35,39.0,1119.3,270.6
129.8,39.65,1123.35,270.3
128.4,40.9,1122.4,267.25
126.05,40.8,1122.95,268.55
124.35,40.75,1124.35,268.45
124.65,41.3,1123.85,269.55
124.0,42.3,1132.05,271.6
123.2,42.0,1130.35,271.55
121.25,41.5,1131.0,272.5
120.75,41.7,1139.55,274.2
121.1,41.25,1142.8,275.35
122.65,40.45,1142.85,274.7
122.45,41.35,1140.75,275.25
121.7,41.55,1140.9,276.1
122.35,41.75,1139.4,275.85
122.9,42.2,1137.8,275.3
123.25,43.1,1140.7,273.2
123.75,43.45,1138.65,272.35
124.8,42.7,1136.1,270.7
125.4,43.0,1134.4,271.3
125.4,43.35,1140.9,270.75
124.55,43.3,1138.2,269.6
122.55,43.8,1133.5,269.7
123.15,44.85,1124.6,266.9
123.7,45.35,1127.05,267.1
125.35,45.15,1127.45,268.4
126.9,45.45,1126.25,270.85
128.45,45.5,1121.9,271.1
126.6,46.25,1123.85,272.45
126.95,46.0,1117.7,274.25
127.75,46.15,1122.4,272.1
127.25,47.1,1128.7,272.35
124.85,46.15,1121.7,272.65
125.65,46.0,1125.5,272.25
125.1,45.8,1123.65,273.6
125.75,45.6,1120.55,273.05
124.85,43.8,1115.85,274.35
125.3,43.5,1116.6,272.2
125.9,41.75,1119.8,271.65
123.05,41.55,1120.9,271.55
123.15,41.5,1120.55,269.75
122.65,40.85,1118.5,269.0
123.0,41.15,1120.45,269.7
124.55,40.5,1118.6,269.7
126.05,39.15,1118.2,267.75
126.8,39.4,1120.45,266.5
126.05,39.7,1120.2,267.85
126.05,39.15,1120.25,269.65
123.7,38.3,1118.25,269.6
123.3,40.15,1119.15,274.1
123.25,39.4,1120.0,274.4
122.65,39.55,1121.05,274.3
122.5,39.5,1120.8,274.6
121.7,39.85,1122.45,271.45
123.0,39.2,1120.35,271.75
124.05,39.05,1118.4,271.35
124.85,39.45,1120.0,269.95
122.75,39.8,1125.85,271.1
122.3,40.05,1126.8,269.05
122.75,39.85,1127.95,268.2
